Message_Length,Document Index (generated),Message_Length (bin),Number of Records,Created Time,Id (From),Id,Message,Name,Updated Time
144,505,125,1,2017-12-27T06:11:04+0000,100019095730344,284578622020844_337782113367161,"How Important is Job Satisfaction in Today’s Workplace

https://www.villanovau.com/resources/hr/importance-of-job-satisfaction-in-the-workplace/",Sreejith,2018-01-06T18:34:34+0000
94,506,75,1,2018-01-06T15:04:27+0000,100018833221253,284578622020844_342472626231443,"What are your thoughts on the ""Listening"" contest? Pls do share. 

Awaiting your responses! :)",Pallavi Rao,2018-01-06T15:04:27+0000
96,507,75,1,2018-01-04T12:14:05+0000,100021479812612,284578622020844_341521912993181,"Dear Trainers, 

***Hurry up and send in your responses! ***

The listening contest closes soon.",Trainer Tribe,2018-01-05T15:27:57+0000
33,508,25,1,2017-12-26T09:58:28+0000,100022982760324,284578622020844_337440150068024,Student describe magic tricks....,Bariya,2018-01-05T15:26:20+0000
646,509,625,1,2018-01-02T04:38:28+0000,100018724749160,284578622020844_340464223098950,"Should students drive industry engagement and their own placements? Can they do so? 

Some of our partners use [Market Scan](https://drive.google.com/open?id=0B1YW42GUdlckeElDNHcta2tLaThiRHdteVQyajdsLUthR1NF) to get students out of the classroom and explore available jobs in the neighbourhood. 

Market scan can also be used to help young people explore different sectors and identify work opportunities that suit their interests, abilities and aspirations.

Please have a look (https://goo.gl/VbaPw6) and let us know if you have questions on how to do it. Request trainers who have done market scans in their centres to share their experiences.",Ashutosh,2018-01-03T05:42:44+0000
34,510,25,1,2017-12-28T06:07:38+0000,100022982760324,284578622020844_338217319990307,Memory game by Ms. Nehal Prachhak.,Bariya,2017-12-29T06:01:38+0000
320,511,300,1,2017-12-28T08:10:08+0000,100021479812612,284578622020844_338250939986945,"**Thanks Saswathan. M for explaining the details of the ongoing contest on LISTENING in Tamil.  Let us know what you have learnt from our Theme of the Month - Listening and yes, you can express yourself in any language you choose!**

https://work-99476707.facebook.com/groups/2076064505946695/permalink/2139601886259623/",Trainer Tribe,2017-12-28T08:10:09+0000
214,512,200,1,2017-12-21T14:33:50+0000,100022089992835,284578622020844_335317460280293,"Todays christmas functions are celebrated in my csi iti.due to employability skills activity,i improved student ability,and i removed their fears,this TOT PROGRAM is very usefulfor me and my students also,thank you",Joy Christinal. P,2017-12-28T08:06:09+0000
110,513,100,1,2017-12-27T07:18:59+0000,100019095730344,284578622020844_337793456699360,"**What is a Career?**

**http://www.dbq.edu/CampusLife/OfficeofStudentLife/VocationalServices/WhatisaCareer/**",Sreejith,2017-12-27T07:19:00+0000
,514,,1,2017-12-25T09:59:46+0000,100021479812612,284578622020844_336979383447434,,Trainer Tribe,2017-12-26T08:31:45+0000
32,515,25,1,2017-12-23T16:15:04+0000,100022525093363,284578622020844_336245203520852,Guest lecture in ulive Jan Vikas,Jignesh Chauhan,2017-12-23T16:15:06+0000
17,516,0,1,2017-12-22T05:40:44+0000,100022982760324,284578622020844_335592293586143,Playing Kahoot...,Bariya,2017-12-23T15:18:04+0000
37,517,25,1,2017-12-22T10:18:25+0000,100019095730344,284578622020844_335720530239986,"10 Steps to Improve Your Learning  

",Sreejith,2017-12-22T10:18:25+0000
145,518,125,1,2017-12-20T04:29:40+0000,100020091557650,284578622020844_334668377011868,"Nune from YouthNet Nagaland who is part of MasterCoach Cohort 9 held in Guwahati, taking a session on Facilitation for S2S Trainers in Northeast.",augustine ng,2017-12-22T09:24:44+0000
131,519,125,1,2017-12-15T08:52:42+0000,100021479812612,284578622020844_332438163901556,Hearty congratulations to Sonal for being our #TrainerOfTheMonth for December 2017. Read about her absolutely inspiring story here.,Trainer Tribe,2017-12-22T07:12:01+0000
27,520,25,1,2017-12-21T07:00:33+0000,100022982760324,284578622020844_335163790295660,Change the place game......,Bariya,2017-12-21T07:00:34+0000
42,521,25,1,2017-12-21T06:11:40+0000,100022525093363,284578622020844_335151983630174,Book  Distribution ulive dahegam Jan Vikas,Jignesh Chauhan,2017-12-21T06:11:41+0000
62,522,50,1,2017-12-18T05:38:20+0000,100022215223235,284578622020844_333830990428940,My Identity Activity at jambkhambhaliy yuvajunction (AKRSP-I).,Hemal Chauhan,2017-12-20T16:09:14+0000
85,523,75,1,2017-12-18T14:12:30+0000,100022535641893,284578622020844_333981300413909,Issued employablity skill student work books to our trainees  with our i/c principal.,BHASKAR,2017-12-20T16:07:30+0000
63,524,50,1,2017-12-20T14:58:25+0000,100022633456862,284578622020844_334898766988829,Town card activity done by #U-Live__Janvikas at Modasa #Gujarat,Jignesh Pranami,2017-12-20T14:58:28+0000
264,525,250,1,2017-12-20T09:55:22+0000,100021976247707,284578622020844_334750337003672,"Honored to conduct a session on Facilitation Skills at Hotel Acacia, Dimapur, Nagaland, Quest Alliance S2S North East Partners.

Forever grateful to augustine ngtine, Ashutosh, OSCAR HORO and Puja!

Thank you, Tsepila Zhimomi for your video and supportive comment.",Nune Chase,2017-12-20T14:41:14+0000
60,526,50,1,2017-12-16T11:25:34+0000,100020096955005,284578622020844_332937997184906,What do you understand from this pic ?? Share your thoughts.,Kotresh HB,2017-12-19T11:25:17+0000
200,527,200,1,2017-12-16T06:00:00+0000,100021479812612,284578622020844_331965883948784,"# Did you know that you can listen with your whole body!? 
# What are more such different types of listening?  
```
Post your answers by searching on the internet or tell us from your experience. 
```",Trainer Tribe,2017-12-18T11:42:34+0000
940,528,925,1,2017-12-18T07:41:07+0000,100022094042409,284578622020844_333877507090955,"# **#23 Fact for the Day**
# **20 Common Habits Successful People Consciously Reject**

In order to be successful, it is **mandatory to learn **and practice new habits. 

But it is **equally important to reject *some habits***, if we want to become successful.   

This video lists the **20 Common Habits we should Consciously Reject to be Successful**. 

I am **open to your Questions** for Discussions.

***Do Mention in the comment Section.***

**With Amazing Groups**

[Communicative English](https://questalliance.facebook.com/groups/2076064505946695/) [Entrepreneurship](https://questalliance.facebook.com/groups/166971703871481/) [Life Skills](https://questalliance.facebook.com/groups/148774729037763/) [My Career](https://questalliance.facebook.com/groups/112376982763245/) [Digital Literacy](https://questalliance.facebook.com/groups/853886414784948/) [Resource Library](https://questalliance.facebook.com/groups/112373509463067/)",Joel,2017-12-18T07:41:08+0000
204,529,200,1,2017-12-18T07:10:48+0000,100021479812612,284578622020844_333870017091704,"# It’s Christmas time and Santa has some gifts for you! Here is how you can win them!! 

**Read everything shared on LISTENING so far and watch all the videos including the masterclass. Get Set Ready :)**",Trainer Tribe,2017-12-18T07:10:48+0000
59,530,50,1,2017-12-17T07:23:53+0000,100018752347018,284578622020844_333402120471827,Sugata Mitra's message for the educator of the 21st century,Neha,2017-12-18T04:15:24+0000
,531,,1,2017-12-17T07:25:46+0000,100018752347018,284578622020844_333402973805075,,Neha,2017-12-18T04:06:13+0000
173,532,150,1,2017-10-05T10:49:11+0000,100021479812612,284578622020844_303484196796953,"Every month we celebrate an extraordinary journey, a story of commitment and passion displayed by one of the trainers from our community of trainers here on Trainer Tribe.  ",Trainer Tribe,2017-12-17T07:25:59+0000
107,533,100,1,2017-12-16T09:39:28+0000,100018752347018,284578622020844_332907883854584,Sugata Mitra @Edtech 2017 talking about what we need to be learning today! Packing the mind with questions!,Neha,2017-12-16T09:58:57+0000
132,534,125,1,2017-12-11T18:43:09+0000,100021937596656,284578622020844_330996727379033,"Rich may be poor in mind, and  poor can be rich in mind. so there is no matter at all whether rich or poor in wealth! 

MAHENDIRAN.V",MAHENDIRAN.V,2017-12-15T07:06:23+0000
51,535,50,1,2017-12-11T05:08:37+0000,100022255520967,284578622020844_330743854070987,Srirampuram centre inaugurated on 6th December 2017,Paul Ramanathan,2017-12-15T07:04:17+0000
92,536,75,1,2017-12-02T06:10:57+0000,100022982760324,284578622020844_326771234468249,"Playing ""Kahoot"" with students.

Amazing experience.

Students feel very excited and I also.",Bariya,2017-12-15T07:04:06+0000
57,537,50,1,2017-12-08T15:09:56+0000,100022255520967,284578622020844_329660784179294,Skill to succeed centre inauguration at padanarayanapura.,Paul Ramanathan,2017-12-15T07:02:10+0000
,538,,1,2017-12-15T06:50:19+0000,100021877244863,284578622020844_332405653904807,,SRIDHAR.V,2017-12-15T06:50:20+0000
590,539,575,1,2017-12-14T11:15:40+0000,100020073137337,284578622020844_332061187272587,"Hello Trainers, here's something fun to do tomorrow!

The [Hour of Code](https://hourofcode.com/in) is a great way to engage young people in **computer science and digital literacy activities**. It's designed to demystify 'code' and to show that anybody can learn the basics of computers. This is being run globally. What's more - all your students get **certificates** too! 

Here's how you can run it with your students:

https://docs.google.com/presentation/d/1nfvHolceY8eG9jz1zDthXLHRgz9FTF23TZteSBu8hag/edit?ts=5a1d6203#slide=id.p4

Post your pictures on TrainerTribe using #HourofCode",Angela,2017-12-15T06:27:49+0000
,540,,1,2017-11-29T09:02:27+0000,100021479812612,284578622020844_325549047923801,,Trainer Tribe,2017-12-14T17:55:07+0000
210,541,200,1,2017-12-14T06:37:39+0000,100021479812612,284578622020844_331957923949580,"# **Here is a simple video on how to be an active listener.** 
## You can even show this to your students so that they start listening to you better in class. 

**What did you find most useful in this video? **",Trainer Tribe,2017-12-14T07:51:19+0000
161,542,150,1,2017-12-12T06:57:23+0000,100019162842561,284578622020844_331165930695446,"An awesome #energizer to wake up a sleepy class. 
Thanks to Agyatmitra from Play for Peace for running this at the Quest Alliance Annual Staff Retreat last week.",Sushmitha,2017-12-14T06:06:26+0000
74,543,50,1,2017-12-12T15:19:02+0000,100018849090004,284578622020844_331328244012548,"The Power of Metaphors: An interview with Charlie Murphy from PYE Global

",Shalini,2017-12-13T10:33:58+0000
85,544,75,1,2017-12-01T02:21:57+0000,100022255520967,284578622020844_326280907850615,"Trainers Tribe is becoming like dictionary, library and black board for the learners.",Paul Ramanathan,2017-12-13T08:55:04+0000
,545,,1,2017-11-28T08:04:50+0000,100021982639863,284578622020844_325119547966751,,Mr.Bamdev Tripathi,2017-12-13T06:48:30+0000
926,546,925,1,2017-12-12T08:00:21+0000,100022094042409,284578622020844_331188014026571,"# **#22 Fact for the Day**
# **Consumer Touch Points**

They are **your brand's points of customer contact,** from start to finish. For example, customers may find your business*** on-line*** or in an ***ad***, see ***ratings and reviews***, visit your ***website***, shop at your*** retail store***, or contact your ***customer service***.

I am **open to your Questions** for Discussions.

***Do Mention in the comment Section.***

**With Amazing Groups**

[Communicative English](https://questalliance.facebook.com/groups/2076064505946695/) [Entrepreneurship](https://questalliance.facebook.com/groups/166971703871481/) [Life Skills](https://questalliance.facebook.com/groups/148774729037763/) [My Career](https://questalliance.facebook.com/groups/112376982763245/) [Digital Literacy](https://questalliance.facebook.com/groups/853886414784948/) [Resource Library](https://questalliance.facebook.com/groups/112373509463067/)",Joel,2017-12-12T08:00:22+0000
170,547,150,1,2017-12-11T18:50:58+0000,100021937596656,284578622020844_330998704045502,"Who is the best trainer and trainee..?

Yes, of course it is you.

How you train other at your known sector, and how you  learn from others for your unknown, Do you know?",MAHENDIRAN.V,2017-12-11T18:50:58+0000
1332,548,1325,1,2017-12-11T08:27:40+0000,100022094042409,284578622020844_330792977399408,"# **#1 Philosophy Through Fun**
# ***Infinity *and* Eternity***

This joke combines **the idea of eternity with howler of a philosophical concept**, relativity.

***Woman is told by her doctor that she has six months to live.***

***“Is there anything I can do?” she asks.***

***“Yes, there is,” the doctor replies. “You could marry a tax accountant.”***

***“How will that help my illness?” the woman asks.***

***“Oh, it won’t help your illness,” says the doctor, “but it will make that six months seem like an eternity!”***

It turns out that, ***however wonderful this world is or isn’t, we’re only here for a short visit.*** But short compared to what?

An unlimited number of years?

The **notion of infinity has been confounding metaphysicians** for, well, ***an eternity.*** Non-metaphysicians, however, have been less impressed.

**With Amazing Groups**

[Communicative English](https://questalliance.facebook.com/groups/2076064505946695/) [Entrepreneurship](https://questalliance.facebook.com/groups/166971703871481/) [Life Skills](https://questalliance.facebook.com/groups/148774729037763/) [My Career](https://questalliance.facebook.com/groups/112376982763245/) [Digital Literacy](https://questalliance.facebook.com/groups/853886414784948/) [Resource Library](https://questalliance.facebook.com/groups/112373509463067/)",Joel,2017-12-11T08:27:41+0000
4625,549,4625,1,2017-12-11T05:57:08+0000,100022094042409,284578622020844_330762754069097,"# **Book of the Month - Dec 2017**
# ***The Richest Man in Babylon*** - George. S. Clason

This is the **summary of the Book**, which only contains **less than 10 Pages**. 

You can** learn the basic concepts **of the book ***within 10 Minutes.***

I am **open to your Questions** for Discussions.

***Do Mention in the comment Section.***

**With our Friends**

[Aditi Kumar](https://questalliance.facebook.com/profile.php?id=100021844481833) [Alpan](https://questalliance.facebook.com/profile.php?id=100022007417767) [Anand](https://questalliance.facebook.com/profile.php?id=100021979007309) [Angela](https://questalliance.facebook.com/profile.php?id=100020073137337) [Anitha](https://questalliance.facebook.com/profile.php?id=100022036059783) [Apexa](https://questalliance.facebook.com/profile.php?id=100021902794314) [Atul](https://questalliance.facebook.com/profile.php?id=100021778280629) [Ayush](https://questalliance.facebook.com/profile.php?id=100022125796211) [Azmat](https://questalliance.facebook.com/profile.php?id=100020565129492) [Babin a Nathan](https://questalliance.facebook.com/profile.php?id=100021934102817) [Chandni](https://questalliance.facebook.com/profile.php?id=100021991592288) [Devang Rana](https://questalliance.facebook.com/profile.php?id=100022063959989) [Dipak](https://questalliance.facebook.com/profile.php?id=100021927743233) [Divya](https://questalliance.facebook.com/profile.php?id=100020560032876) [Ghanshyam Solanki](https://questalliance.facebook.com/profile.php?id=100021839749821) [Hardik P. Parmar](https://questalliance.facebook.com/profile.php?id=100021929288519) [Hemal Chauhan](https://questalliance.facebook.com/profile.php?id=100022215223235) [Himanshu Maheshwari](https://questalliance.facebook.com/profile.php?id=100022476791743) [Jeevan Kumar](https://questalliance.facebook.com/profile.php?id=100020397347485) [Jignesh Pranami](https://questalliance.facebook.com/profile.php?id=100022633456862) [Jintha](https://questalliance.facebook.com/profile.php?id=100022083483608) [Joy Christinal. P](https://questalliance.facebook.com/profile.php?id=100022089992835) [Kasthuri Rajan](https://questalliance.facebook.com/profile.php?id=100022006603655) [M S Mahala](https://questalliance.facebook.com/profile.php?id=100022924790605) [MAHENDIRAN.V](https://questalliance.facebook.com/profile.php?id=100021937596656) [Manjunth](https://questalliance.facebook.com/profile.php?id=100021849131277) [Mehul Kanodia](https://questalliance.facebook.com/profile.php?id=100021805516844) [Ms.Aabha Mehta](https://questalliance.facebook.com/profile.php?id=100022098695802) [Neha](https://questalliance.facebook.com/profile.php?id=100018752347018) [P.KARMEL](https://questalliance.facebook.com/profile.php?id=100021818392635) [Pallavi Rao](https://questalliance.facebook.com/profile.php?id=100018833221253) [Prabhakar](https://questalliance.facebook.com/profile.php?id=100021887114034) [R. K. Paul](https://questalliance.facebook.com/profile.php?id=100021896112296) [Rameshkumar. N. Bhogam](https://questalliance.facebook.com/profile.php?id=100022369074065) [S. Jenefer Mettilda](https://questalliance.facebook.com/profile.php?id=100021837020190) [Sahil (Ram Prakash)](https://questalliance.facebook.com/profile.php?id=100022089980732) [Saswathan. M](https://questalliance.facebook.com/profile.php?id=100020568579515) [Shalini](https://questalliance.facebook.com/profile.php?id=100018849090004) [Sindhu](https://questalliance.facebook.com/profile.php?id=100021887773850) [Sonal](https://questalliance.facebook.com/profile.php?id=100021828681538) [Sonali](https://questalliance.facebook.com/profile.php?id=100018858219904) [Sr. Helen Rego](https://questalliance.facebook.com/profile.php?id=100021821812245) [Sreejith](https://questalliance.facebook.com/profile.php?id=100019095730344) [Sushmitha](https://questalliance.facebook.com/profile.php?id=100019162842561) [Tanvi](https://questalliance.facebook.com/profile.php?id=100020592095151) [Vishnu Valva](https://questalliance.facebook.com/profile.php?id=100021989820536) [Vivek Shihori](https://questalliance.facebook.com/profile.php?id=100022032163939)

**With Amazing Groups**

[Communicative English](https://questalliance.facebook.com/groups/2076064505946695/) [Entrepreneurship](https://questalliance.facebook.com/groups/166971703871481/) [Life Skills](https://questalliance.facebook.com/groups/148774729037763/) [My Career](https://questalliance.facebook.com/groups/112376982763245/) [Digital Literacy](https://questalliance.facebook.com/groups/853886414784948/) [Resource Library](https://questalliance.facebook.com/groups/112373509463067/)",Joel,2017-12-11T05:57:10+0000
828,550,825,1,2017-12-11T05:43:27+0000,100022094042409,284578622020844_330759520736087,"# **#21 Fact for the Day**
# **Neuro Marketing**

It is a field that applies the **principles of neuroscience** to ***marketing research, studying consumers' sensorimotor, cognitive,*** and ***affective response*** to marketing stimuli. ** **

I am **open to your Questions** for Discussions.

***Do Mention in the comment Section.***

**With Amazing Groups**

[Communicative English](https://questalliance.facebook.com/groups/2076064505946695/) [Entrepreneurship](https://questalliance.facebook.com/groups/166971703871481/) [Life Skills](https://questalliance.facebook.com/groups/148774729037763/) [My Career](https://questalliance.facebook.com/groups/112376982763245/) [Digital Literacy](https://questalliance.facebook.com/groups/853886414784948/) [Resource Library](https://questalliance.facebook.com/groups/112373509463067/)",Joel,2017-12-11T05:43:28+0000
43,551,25,1,2017-12-06T04:56:51+0000,100022982760324,284578622020844_328552500956789,Passing the pass game by Ms. Nehal Prachhak,Bariya,2017-12-06T04:56:51+0000
83,552,75,1,2017-11-30T11:05:50+0000,100018752347018,284578622020844_326007074544665,Are you all ready for the master class? We will be rolling in the next 5 minutes :),Neha,2017-12-05T06:38:06+0000
,553,,1,2017-11-28T11:35:40+0000,100021982639863,284578622020844_325168427961863,,Mr.Bamdev Tripathi,2017-12-02T10:56:42+0000
41,554,25,1,2017-11-30T07:28:59+0000,100021982639863,284578622020844_325947324550640,Navigator Refresher Training for Trainers,Mr.Bamdev Tripathi,2017-12-02T10:54:21+0000
72,555,50,1,2017-12-01T11:28:19+0000,100018752347018,284578622020844_326420107836695,To build consensus you have to listen more than you speak - Barack Obama,Neha,2017-12-01T12:16:42+0000
224,556,200,1,2017-12-01T06:27:06+0000,100018752347018,284578622020844_326337331178306,"Barack Obama is in India to hear what young leaders in the country have to say about being an active citizen and creating impact. Watch him live at 3.45pm today. Aakash Sethi is going to be there...sharing his experiences! 
",Neha,2017-12-01T10:19:06+0000
244,557,225,1,2017-12-01T02:06:52+0000,100022255520967,284578622020844_326276867851019,"Today me and prabha are going to facilitate few seesion to our staff of skill to succeed. ( understanding self, understanding the learner and how to facilitate) we feel the videos and discussion will help the trainers to understand the concept.",Paul Ramanathan,2017-12-01T02:06:52+0000
123,558,100,1,2017-11-22T12:43:28+0000,100021479812612,284578622020844_322742234871149,"Watch this quick video of Arnab Goswami conducting his news show. 

How would you feel if you were a panelist here and why?",Trainer Tribe,2017-12-01T02:04:41+0000
86,559,75,1,2017-11-30T11:15:01+0000,100018752347018,284578622020844_326011034544269,Starting with the first bit on listening and why it's important for us as facilitators,Neha,2017-11-30T13:28:11+0000
79,560,75,1,2017-11-30T11:29:27+0000,100018752347018,284578622020844_326013857877320,Part 2 on deep diving into what is listening and listening in the classroom....,Neha,2017-11-30T13:10:37+0000
80,561,75,1,2017-11-30T11:47:30+0000,100018752347018,284578622020844_326019031210136,Coming to the end of our first Master Class... closing thoughts from Pallavi Rao,Neha,2017-11-30T11:47:30+0000
67,562,50,1,2017-11-30T11:12:12+0000,100018752347018,284578622020844_326010491210990,Here's introducing our Master Class with Pallavi Rao and Shalini :),Neha,2017-11-30T11:12:12+0000
36,563,25,1,2017-11-30T07:28:01+0000,100022215223235,284578622020844_325947144550658,Group discussion on digital litaracy,Hemal Chauhan,2017-11-30T07:28:02+0000
51,564,50,1,2017-11-29T14:49:51+0000,100021479812612,284578622020844_325665767912129,A quick introduction to the concept of Masterclass:,Trainer Tribe,2017-11-29T15:02:30+0000
17,565,0,1,2017-11-27T07:07:41+0000,100021479812612,284578622020844_324689924676380,Watch this space!,Trainer Tribe,2017-11-29T10:49:54+0000
248,566,225,1,2017-11-29T10:33:23+0000,100022041251128,284578622020844_325571311254908,"**LISTENING - Feel free to share or atleast take sometime to reflect and answer to yourself.**

Remember the last time something really wonderful happened to you. Do you remember waiting to tell someone? Whom did you choose and how did it work out?",Carel D'Souza,2017-11-29T10:33:23+0000
348,567,325,1,2017-11-28T11:22:01+0000,100021479812612,284578622020844_325165371295502,"These are 7 Key Active Listening techniques that we can use to improve the quality of our relationships and to become more effective in our work as trainers. 

We would love to know from you:

a) Which of these techniques have you applied in your classrooms? 

b) Which of these techniques do you find the most difficult to apply in your classroom?",Trainer Tribe,2017-11-29T10:14:51+0000
,568,,1,2017-11-28T07:44:00+0000,100022215223235,284578622020844_325114844633888,,Hemal Chauhan,2017-11-28T07:44:00+0000
,569,,1,2017-11-28T07:43:42+0000,100021927743233,284578622020844_325114764633896,,Dipak,2017-11-28T07:43:43+0000
,570,,1,2017-11-28T07:40:44+0000,100022215223235,284578622020844_325114087967297,,Hemal Chauhan,2017-11-28T07:40:45+0000
46,571,25,1,2017-11-28T01:56:54+0000,100018776375274,284578622020844_325031321308907,"What's wrong with our education system today

",Aakash Sethi,2017-11-28T02:46:32+0000
855,572,850,1,2017-11-27T11:00:05+0000,100022094042409,284578622020844_324740131338026,"# **Book of the Month - Dec 2017**
# ***The Richest Man in Babylon*** - George. S. Clason

I am posting a **Four Minutes Short Summary** about the book. You will find this information useful.

I will be **posting the Book Summary on December 2017.**

**Hit Like** or Do **mention your comments,** i will Tag and **Notify you when i post the E - Book Summary.** 

**With Amazing Groups**

[Communicative English](https://questalliance.facebook.com/groups/2076064505946695/) [Entrepreneurship](https://questalliance.facebook.com/groups/166971703871481/) [Life Skills](https://questalliance.facebook.com/groups/148774729037763/) [My Career](https://questalliance.facebook.com/groups/112376982763245/) [Digital Literacy](https://questalliance.facebook.com/groups/853886414784948/) [Resource Library](https://questalliance.facebook.com/groups/112373509463067/)",Joel,2017-11-27T11:00:06+0000
793,573,775,1,2017-11-27T06:18:55+0000,100022094042409,284578622020844_324681204677252,"# **#20 Fact for the Day**
# **How to Cure Aging – During Your Lifetime**

**Three Breakthrough discoveries** in ***curing Aging*** and to live a long life** (I mean a very Looooong Life with Youthfulness)**

I am **open to your Questions** for Discussions.

***Do Mention in the comment Section.***

**With Amazing Groups**

[Communicative English](https://questalliance.facebook.com/groups/2076064505946695/) [Entrepreneurship](https://questalliance.facebook.com/groups/166971703871481/) [Life Skills](https://questalliance.facebook.com/groups/148774729037763/) [My Career](https://questalliance.facebook.com/groups/112376982763245/) [Digital Literacy](https://questalliance.facebook.com/groups/853886414784948/) [Resource Library](https://questalliance.facebook.com/groups/112373509463067/)",Joel,2017-11-27T10:28:53+0000
129,574,125,1,2017-11-25T04:17:08+0000,100022089992835,284578622020844_323844378094268,"We are visited kolarangam Anna center exhibition trichy, related to history of science and animals, it was a memorable day for us",Joy Christinal. P,2017-11-25T04:17:09+0000
810,575,800,1,2017-11-24T06:33:13+0000,100022094042409,284578622020844_323464578132248,"# **#19 Fact for the Day**
# **Forget Shopping. Soon you'll download Your New Clothes - Danit Peleg**

***You can Think, Design & Download Clothes. ***

*This TED Talk is about clothing of the new Era, you can design and download your cloth. *

This Amazing new technology is changing the way we think about clothes.

**With Amazing Groups**

[Communicative English](https://questalliance.facebook.com/groups/2076064505946695/) [Entrepreneurship](https://questalliance.facebook.com/groups/166971703871481/) [Life Skills](https://questalliance.facebook.com/groups/148774729037763/) [My Career](https://questalliance.facebook.com/groups/112376982763245/) [Digital Literacy](https://questalliance.facebook.com/groups/853886414784948/) [Resource Library](https://questalliance.facebook.com/groups/112373509463067/)",Joel,2017-11-24T06:33:13+0000
154,576,150,1,2017-11-06T08:38:09+0000,100021479812612,284578622020844_315639548914751,"We are very pleased to announce the Trainer of the Month - November edition - ABDUL ALEEM.

Hearty Congratulations Abdul!!

Read his inspiring story here!",Trainer Tribe,2017-11-23T12:47:02+0000
260,577,250,1,2017-11-13T11:04:41+0000,100021479812612,284578622020844_318821835263189,Let us learn more about the topic of **LISTENING**. Watch this video and tell us if you face a similar situation in your classrooms where the students do not listen to you as often as you would like them to? What does that make you feel?  Post your comments...,Trainer Tribe,2017-11-23T12:16:39+0000
,578,,1,2017-11-23T09:55:52+0000,100021849020797,284578622020844_323127548165951,,Manoj,2017-11-23T09:58:57+0000
881,579,875,1,2017-11-21T06:44:27+0000,100022094042409,284578622020844_322232951588744,"# **My Contribution** to the **Theme of the Month ""Listening""**

This TED Talk is about **5 Ways to Listen Better** *by* **Julian Treasure**

He mentions that 

**  ""Conscious Listening Creates Understanding""**

**With many other important facts, he shares important aspects about Listening.**

*Listen to this video simply for 8 Min and your way of Listening will change dramatically. *

**With Amazing Groups**

[Communicative English](https://questalliance.facebook.com/groups/2076064505946695/) [Entrepreneurship](https://questalliance.facebook.com/groups/166971703871481/) [Life Skills](https://questalliance.facebook.com/groups/148774729037763/) [My Career](https://questalliance.facebook.com/groups/112376982763245/) [Digital Literacy](https://questalliance.facebook.com/groups/853886414784948/) [Resource Library](https://questalliance.facebook.com/groups/112373509463067/)",Joel,2017-11-22T06:25:47+0000
106,580,100,1,2017-11-21T11:02:22+0000,100021883034053,284578622020844_322310328247673,Alumni intraction with current batch students... Shared his experience - Don Bosco Tech ( SPMS)  Polur....,R KAPILRAJ,2017-11-21T11:02:23+0000
494,581,475,1,2017-11-21T10:21:07+0000,100021479812612,284578622020844_322298668248839,"*""In our experience, most people think good listening comes down to doing three things:*
* *Not talking when others are speaking*
* *Letting others know you’re listening through facial expressions and verbal sounds (“Mmm-hmm”)*
* *Being able to repeat what others have said, practically word-for-word""      *                                                                                             

Read this article on what great listening is actually about and let us know what you think!",Trainer Tribe,2017-11-21T10:27:35+0000
1165,582,1150,1,2017-11-17T10:05:36+0000,100021978047007,284578622020844_320541515091221,"Listening Skills

Listen Up!

Improving your listening skills

Many people take listening for granted. All you have to do is sit there and hear what the other person is saying, occasionally nod your head and pay lip service, right. After all, you have so many other urgent tasks to be getting on with and can't give your full attention.

But you also know what it's like when someone else is not really listening to you. It can make you feel irritated and even unimportant, can't it?

You see, good listening requires active participation in the conversation, and the good news is that you can improve your skills by learning how to listen effectively, and then practising at work and at home too. 

As you improve your listening skills, you'll enjoy several important benefits:

1. You'll become more employable and also find it easier to learn. Employers really value good listening skills because of all the benefits they bring to an organization.

2. It is likely to improve all your personal relationships, both at home and at work;

3. Speaking raises your blood pressure, but research shows that listening reduces it - good listeners are healthier!

   EӖil",Leo Levin,2017-11-21T04:57:22+0000
43,583,25,1,2017-11-20T17:17:37+0000,100021937596656,284578622020844_322018888276817,https://www.youtube.com/watch?v=AypcqZtm7jc,MAHENDIRAN.V,2017-11-20T17:17:37+0000
43,584,25,1,2017-11-20T17:11:05+0000,100021937596656,284578622020844_322017384943634,https://www.youtube.com/watch?v=s3a57OKYH3k,MAHENDIRAN.V,2017-11-20T17:11:06+0000
116,585,100,1,2017-11-20T16:56:19+0000,100021937596656,284578622020844_322014534943919,"None is alone in the world. one depends on one, otherwise none could survive.

The word orphaned is wrong of course.",MAHENDIRAN.V,2017-11-20T16:56:19+0000
757,586,750,1,2017-11-17T07:33:30+0000,100021754313407,284578622020844_320499511762088,"Dear All Trainers,

We are launching a pilot in Ahmadabad to provide support services to Alumni to help them when they enter the world of work. To do so, we need to understand the challenges that they face.

Since you interact with students and alumni, you will have first hand information about this. We want to collate all the main challenges faced by Alumni. Based on this, we will roll out support services that will help the Alumni.

I need your help to document these challenges. If you are ready and available, I will follow-up with a phone call, where we can discuss your experiences in detail.

Thank you for your help and support.

The link to the form is given below:

https://drive.google.com/open?id=1ckriTXr4V7X0llWiCqcewwvJtlqTGbAUUJTmkiZuEhQ",Siddharth,2017-11-20T12:00:35+0000
